datetime,open,high,low,close
1998-8-4 11:03:00,40379,40385,40378,40384
1998-8-4 11:04:00,40384,40430,40383,40429
1998-8-4 11:05:00,40429,40430,40417,40418
1998-8-4 11:06:00,40418,40443,40417,40442
1998-8-4 11:07:00,40442,40475,40441,40474
1998-8-4 11:08:00,40474,40475,40465,40466
1998-8-4 11:09:00,40466,40488,40465,40487
1998-8-4 11:10:00,40487,40488,40439,40440
1998-8-4 11:11:00,40440,40452,40439,40451
1998-8-4 11:12:00,40451,40491,40450,40490
1998-8-4 11:13:00,40490,40491,40485,40486
1998-8-4 11:14:00,40486,40487,40461,40462
1998-8-4 11:15:00,40462,40503,40461,40502
1998-8-4 11:16:00,40502,40503,40464,40465
1998-8-4 11:17:00,40465,40500,40464,40499
1998-8-4 11:18:00,40499,40508,40498,40507
1998-8-4 11:19:00,40507,40534,40506,40533
1998-8-4 11:20:00,40533,40534,40487,40488
1998-8-4 11:21:00,40488,40489,40440,40441
1998-8-4 11:22:00,40441,40442,40396,40397
1998-8-4 11:23:00,40397,40398,40361,40362
1998-8-4 11:24:00,40362,40363,40316,40317
1998-8-4 11:25:00,40317,40324,40316,40323
1998-8-4 11:26:00,40323,40340,40322,40339
1998-8-4 11:27:00,40339,40370,40338,40369
1998-8-4 11:28:00,40369,40370,40324,40325
1998-8-4 11:29:00,40325,40353,40324,40352
1998-8-4 11:30:00,40352,40353,40322,40323
1998-8-4 11:31:00,40323,40370,40322,40369
1998-8-4 11:32:00,40369,40390,40368,40389
1998-8-4 11:33:00,40389,40390,40349,40350
1998-8-4 11:34:00,40350,40351,40343,40344
1998-8-4 11:35:00,40344,40345,40342,40343
1998-8-4 11:36:00,40343,40344,40324,40325
1998-8-4 11:37:00,40325,40326,40301,40302
1998-8-4 11:38:00,40302,40333,40301,40332
1998-8-4 11:39:00,40332,40333,40302,40303
1998-8-4 11:40:00,40303,40304,40276,40277
1998-8-4 11:41:00,40277,40324,40276,40323
1998-8-4 11:42:00,40323,40324,40320,40321
1998-8-4 11:43:00,40321,40322,40271,40272
1998-8-4 11:44:00,40272,40273,40248,40249
1998-8-4 11:45:00,40249,40261,40248,40260
1998-8-4 11:46:00,40260,40291,40259,40290
1998-8-4 11:47:00,40290,40291,40253,40254
1998-8-4 11:48:00,40254,40274,40253,40273
1998-8-4 11:49:00,40273,40324,40272,40323
1998-8-4 11:50:00,40323,40324,40315,40316
1998-8-4 11:51:00,40316,40339,40315,40338
1998-8-4 11:52:00,40338,40387,40337,40386
1998-8-4 11:53:00,40386,40401,40385,40400
1998-8-4 11:54:00,40400,40401,40367,40368
1998-8-4 11:55:00,40368,40373,40367,40372
1998-8-4 11:56:00,40372,40395,40371,40394
1998-8-4 11:57:00,40394,40395,40345,40346
1998-8-4 11:58:00,40346,40350,40345,40349
1998-8-4 11:59:00,40349,40350,40322,40323
1998-8-4 12:00:00,40323,40324,40289,40290
1998-8-4 12:01:00,40290,40291,40246,40247
1998-8-4 12:02:00,40247,40258,40246,40257
1998-8-4 12:03:00,40257,40288,40256,40287
1998-8-4 12:04:00,40287,40288,40261,40262
1998-8-4 12:05:00,40262,40284,40261,40283
1998-8-4 12:06:00,40283,40284,40250,40251
1998-8-4 12:07:00,40251,40264,40250,40263
1998-8-4 12:08:00,40263,40266,40262,40265
1998-8-4 12:09:00,40265,40266,40228,40229
1998-8-4 12:10:00,40229,40230,40191,40192
1998-8-4 12:11:00,40192,40193,40162,40163
1998-8-4 12:12:00,40163,40188,40162,40187
1998-8-4 12:13:00,40187,40188,40172,40173
1998-8-4 12:14:00,40173,40174,40158,40159
1998-8-4 12:15:00,40159,40208,40158,40207
1998-8-4 12:16:00,40207,40218,40206,40217
1998-8-4 12:17:00,40217,40231,40216,40230
1998-8-4 12:18:00,40230,40231,40225,40226
1998-8-4 12:19:00,40226,40227,40193,40194
1998-8-4 12:20:00,40194,40202,40193,40201
1998-8-4 12:21:00,40201,40252,40200,40251
1998-8-4 12:22:00,40251,40280,40250,40279
1998-8-4 12:23:00,40279,40280,40264,40265
1998-8-4 12:24:00,40265,40307,40264,40306
1998-8-4 12:25:00,40306,40307,40278,40279
1998-8-4 12:26:00,40279,40285,40278,40284
1998-8-4 12:27:00,40284,40285,40235,40236
1998-8-4 12:28:00,40236,40237,40198,40199
1998-8-4 12:29:00,40199,40207,40198,40206
1998-8-4 12:30:00,40206,40207,40164,40165
1998-8-4 12:31:00,40165,40166,40150,40151
1998-8-4 12:32:00,40151,40152,40121,40122
1998-8-4 12:33:00,40122,40147,40121,40146
1998-8-4 12:34:00,40146,40147,40125,40126
1998-8-4 12:35:00,40126,40127,40105,40106
1998-8-4 12:36:00,40106,40130,40105,40129
1998-8-4 12:37:00,40129,40141,40128,40140
1998-8-4 12:38:00,40140,40160,40139,40159
1998-8-4 12:39:00,40159,40165,40158,40164
1998-8-4 12:40:00,40164,40214,40163,40213
1998-8-4 12:41:00,40213,40218,40212,40217
1998-8-4 12:42:00,40217,40218,40215,40216
1998-8-4 12:43:00,40216,40223,40215,40222
1998-8-4 12:44:00,40222,40223,40174,40175
1998-8-4 12:45:00,40175,40196,40174,40195
1998-8-4 12:46:00,40195,40196,40185,40186
1998-8-4 12:47:00,40186,40218,40185,40217
1998-8-4 12:48:00,40217,40229,40216,40228
1998-8-4 12:49:00,40228,40229,40221,40222
1998-8-4 12:50:00,40222,40223,40179,40180
1998-8-4 12:51:00,40180,40181,40169,40170
1998-8-4 12:52:00,40170,40171,40145,40146
1998-8-4 12:53:00,40146,40147,40098,40099
1998-8-4 12:54:00,40099,40100,40069,40070
1998-8-4 12:55:00,40070,40108,40069,40107
1998-8-4 12:56:00,40107,40108,40077,40078
1998-8-4 12:57:00,40078,40114,40077,40113
1998-8-4 12:58:00,40113,40147,40112,40146
1998-8-4 12:59:00,40146,40164,40145,40163
1998-8-4 13:00:00,40163,40164,40113,40114
1998-8-4 13:01:00,40114,40115,40067,40068
1998-8-4 13:02:00,40068,40069,40065,40066
1998-8-4 13:03:00,40066,40067,40020,40021
1998-8-4 13:04:00,40021,40057,40020,40056
1998-8-4 13:05:00,40056,40079,40055,40078
1998-8-4 13:06:00,40078,40101,40077,40100
1998-8-4 13:07:00,40100,40145,40099,40144
1998-8-4 13:08:00,40144,40154,40143,40153
1998-8-4 13:09:00,40153,40154,40152,40153
1998-8-4 13:10:00,40153,40154,40148,40149
1998-8-4 13:11:00,40149,40156,40148,40155
1998-8-4 13:12:00,40155,40164,40154,40163
1998-8-4 13:13:00,40163,40164,40135,40136
1998-8-4 13:14:00,40136,40149,40135,40148
1998-8-4 13:15:00,40148,40149,40106,40107
1998-8-4 13:16:00,40107,40108,40087,40088
1998-8-4 13:17:00,40088,40089,40058,40059
1998-8-4 13:18:00,40059,40060,40012,40013
1998-8-4 13:19:00,40013,40014,39973,39974
1998-8-4 13:20:00,39974,39975,39930,39931
1998-8-4 13:21:00,39931,39970,39930,39969
1998-8-4 13:22:00,39969,40008,39968,40007
1998-8-4 13:23:00,40007,40053,40006,40052
1998-8-4 13:24:00,40052,40053,40034,40035
1998-8-4 13:25:00,40035,40043,40034,40042
1998-8-4 13:26:00,40042,40043,40008,40009
1998-8-4 13:27:00,40009,40048,40008,40047
1998-8-4 13:28:00,40047,40081,40046,40080
1998-8-4 13:29:00,40080,40091,40079,40090
1998-8-4 13:30:00,40090,40116,40089,40115
1998-8-4 13:31:00,40115,40116,40096,40097
1998-8-4 13:32:00,40097,40098,40060,40061
1998-8-4 13:33:00,40061,40062,40023,40024
1998-8-4 13:34:00,40024,40041,40023,40040
1998-8-4 13:35:00,40040,40046,40039,40045
1998-8-4 13:36:00,40045,40046,40031,40032
1998-8-4 13:37:00,40032,40033,39994,39995
1998-8-4 13:38:00,39995,39996,39972,39973
1998-8-4 13:39:00,39973,39974,39959,39960
1998-8-4 13:40:00,39960,39970,39959,39969
1998-8-4 13:41:00,39969,39970,39957,39958
1998-8-4 13:42:00,39958,39959,39935,39936
1998-8-4 13:43:00,39936,39938,39935,39937
1998-8-4 13:44:00,39937,39957,39936,39956
1998-8-4 13:45:00,39956,40004,39955,40003
1998-8-4 13:46:00,40003,40008,40002,40007
1998-8-4 13:47:00,40007,40008,39958,39959
1998-8-4 13:48:00,39959,39960,39951,39952
1998-8-4 13:49:00,39952,39953,39944,39945
1998-8-4 13:50:00,39945,39948,39944,39947
1998-8-4 13:51:00,39947,39948,39939,39940
1998-8-4 13:52:00,39940,39941,39905,39906
1998-8-4 13:53:00,39906,39907,39905,39906
1998-8-4 13:54:00,39906,39907,39879,39880
1998-8-4 13:55:00,39880,39885,39879,39884
1998-8-4 13:56:00,39884,39913,39883,39912
1998-8-4 13:57:00,39912,39913,39882,39883
1998-8-4 13:58:00,39883,39884,39839,39840
1998-8-4 13:59:00,39840,39841,39807,39808
1998-8-4 14:00:00,39808,39809,39762,39763
1998-8-4 14:01:00,39763,39786,39762,39785
1998-8-4 14:02:00,39785,39803,39784,39802
1998-8-4 14:03:00,39802,39803,39800,39801
1998-8-4 14:04:00,39801,39802,39771,39772
1998-8-4 14:05:00,39772,39790,39771,39789
1998-8-4 14:06:00,39789,39790,39762,39763
1998-8-4 14:07:00,39763,39764,39745,39746
1998-8-4 14:08:00,39746,39747,39742,39743
1998-8-4 14:09:00,39743,39744,39702,39703
1998-8-4 14:10:00,39703,39704,39683,39684
1998-8-4 14:11:00,39684,39685,39645,39646
1998-8-4 14:12:00,39646,39647,39605,39606
1998-8-4 14:13:00,39606,39607,39585,39586
1998-8-4 14:14:00,39586,39629,39585,39628
1998-8-4 14:15:00,39628,39629,39606,39607
1998-8-4 14:16:00,39607,39641,39606,39640
1998-8-4 14:17:00,39640,39641,39614,39615
1998-8-4 14:18:00,39615,39622,39614,39621
1998-8-4 14:19:00,39621,39622,39617,39618
1998-8-4 14:20:00,39618,39619,39599,39600
1998-8-4 14:21:00,39600,39620,39599,39619
1998-8-4 14:22:00,39619,39656,39618,39655
1998-8-4 14:23:00,39655,39703,39654,39702
1998-8-4 14:24:00,39702,39703,39668,39669
1998-8-4 14:25:00,39669,39710,39668,39709
1998-8-4 14:26:00,39709,39710,39695,39696
1998-8-4 14:27:00,39696,39697,39661,39662
1998-8-4 14:28:00,39662,39709,39661,39708
1998-8-4 14:29:00,39708,39709,39664,39665
1998-8-4 14:30:00,39665,39666,39630,39631
1998-8-4 14:31:00,39631,39681,39630,39680
1998-8-4 14:32:00,39680,39698,39679,39697
1998-8-4 14:33:00,39697,39732,39696,39731
1998-8-4 14:34:00,39731,39772,39730,39771
1998-8-4 14:35:00,39771,39814,39770,39813
1998-8-4 14:36:00,39813,39863,39812,39862
1998-8-4 14:37:00,39862,39863,39844,39845
1998-8-4 14:38:00,39845,39869,39844,39868
1998-8-4 14:39:00,39868,39869,39838,39839
1998-8-4 14:40:00,39839,39852,39838,39851
1998-8-4 14:41:00,39851,39852,39806,39807
1998-8-4 14:42:00,39807,39812,39806,39811
1998-8-4 14:43:00,39811,39830,39810,39829
1998-8-4 14:44:00,39829,39836,39828,39835
1998-8-4 14:45:00,39835,39836,39815,39816
1998-8-4 14:46:00,39816,39833,39815,39832
1998-8-4 14:47:00,39832,39858,39831,39857
1998-8-4 14:48:00,39857,39872,39856,39871
1998-8-4 14:49:00,39871,39872,39828,39829
1998-8-4 14:50:00,39829,39870,39828,39869
1998-8-4 14:51:00,39869,39872,39868,39871
1998-8-4 14:52:00,39871,39872,39855,39856
1998-8-4 14:53:00,39856,39857,39854,39855
1998-8-4 14:54:00,39855,39856,39840,39841
1998-8-4 14:55:00,39841,39842,39820,39821
1998-8-4 14:56:00,39821,39855,39820,39854
1998-8-4 14:57:00,39854,39855,39811,39812
1998-8-4 14:58:00,39812,39858,39811,39857
1998-8-4 14:59:00,39857,39858,39838,39839
1998-8-4 15:00:00,39839,39840,39833,39834
1998-8-4 15:01:00,39834,39835,39827,39828
1998-8-4 15:02:00,39828,39829,39780,39781
1998-8-4 15:03:00,39781,39782,39771,39772
1998-8-4 15:04:00,39772,39786,39771,39785
1998-8-4 15:05:00,39785,39786,39760,39761
1998-8-4 15:06:00,39761,39762,39729,39730
1998-8-4 15:07:00,39730,39731,39724,39725
1998-8-4 15:08:00,39725,39726,39700,39701
1998-8-4 15:09:00,39701,39702,39653,39654
1998-8-4 15:10:00,39654,39655,39621,39622
1998-8-4 15:11:00,39622,39660,39621,39659
1998-8-4 15:12:00,39659,39692,39658,39691
1998-8-4 15:13:00,39691,39692,39659,39660
1998-8-4 15:14:00,39660,39661,39657,39658
1998-8-4 15:15:00,39658,39671,39657,39670
1998-8-4 15:16:00,39670,39671,39666,39667
1998-8-4 15:17:00,39667,39713,39666,39712
1998-8-4 15:18:00,39712,39713,39683,39684
1998-8-4 15:19:00,39684,39685,39659,39660
1998-8-4 15:20:00,39660,39661,39653,39654
1998-8-4 15:21:00,39654,39655,39630,39631
1998-8-4 15:22:00,39631,39633,39630,39632
1998-8-4 15:23:00,39632,39676,39631,39675
1998-8-4 15:24:00,39675,39713,39674,39712
1998-8-4 15:25:00,39712,39736,39711,39735
1998-8-4 15:26:00,39735,39739,39734,39738
1998-8-4 15:27:00,39738,39779,39737,39778
1998-8-4 15:28:00,39778,39779,39761,39762
1998-8-4 15:29:00,39762,39763,39732,39733
1998-8-4 15:30:00,39733,39734,39728,39729
1998-8-4 15:31:00,39729,39749,39728,39748
1998-8-4 15:32:00,39748,39762,39747,39761
1998-8-4 15:33:00,39761,39762,39728,39729
1998-8-4 15:34:00,39729,39730,39726,39727
1998-8-4 15:35:00,39727,39728,39688,39689
1998-8-4 15:36:00,39689,39695,39688,39694
1998-8-4 15:37:00,39694,39695,39661,39662
1998-8-4 15:38:00,39662,39663,39628,39629
1998-8-4 15:39:00,39629,39630,39596,39597
1998-8-4 15:40:00,39597,39598,39557,39558
1998-8-4 15:41:00,39558,39559,39546,39547
1998-8-4 15:42:00,39547,39572,39546,39571
1998-8-4 15:43:00,39571,39620,39570,39619
1998-8-4 15:44:00,39619,39620,39588,39589
1998-8-4 15:45:00,39589,39615,39588,39614
1998-8-4 15:46:00,39614,39615,39570,39571
1998-8-4 15:47:00,39571,39572,39545,39546
1998-8-4 15:48:00,39546,39578,39545,39577
1998-8-4 15:49:00,39577,39578,39544,39545
1998-8-4 15:50:00,39545,39546,39517,39518
1998-8-4 15:51:00,39518,39543,39517,39542
1998-8-4 15:52:00,39542,39543,39527,39528
1998-8-4 15:53:00,39528,39541,39527,39540
1998-8-4 15:54:00,39540,39542,39539,39541
1998-8-4 15:55:00,39541,39560,39540,39559
1998-8-4 15:56:00,39559,39560,39545,39546
1998-8-4 15:57:00,39546,39577,39545,39576
1998-8-4 15:58:00,39576,39577,39546,39547
1998-8-4 15:59:00,39547,39571,39546,39570
1998-8-4 16:00:00,39570,39571,39535,39536
1998-8-4 16:01:00,39536,39563,39535,39562
1998-8-4 16:02:00,39562,39563,39556,39557
1998-8-4 16:03:00,39557,39574,39556,39573
1998-8-4 16:04:00,39573,39600,39572,39599
1998-8-4 16:05:00,39599,39607,39598,39606
1998-8-4 16:06:00,39606,39607,39590,39591
1998-8-4 16:07:00,39591,39592,39583,39584
1998-8-4 16:08:00,39584,39585,39565,39566
1998-8-4 16:09:00,39566,39567,39532,39533
1998-8-4 16:10:00,39533,39582,39532,39581
1998-8-4 16:11:00,39581,39582,39573,39574
1998-8-4 16:12:00,39574,39575,39561,39562
1998-8-4 16:13:00,39562,39563,39561,39562
1998-8-4 16:14:00,39562,39575,39561,39574
1998-8-4 16:15:00,39574,39575,39560,39561
1998-8-4 16:16:00,39561,39572,39560,39571
1998-8-4 16:17:00,39571,39572,39564,39565
1998-8-4 16:18:00,39565,39566,39519,39520
1998-8-4 16:19:00,39520,39521,39476,39477
1998-8-4 16:20:00,39477,39478,39430,39431
1998-8-4 16:21:00,39431,39432,39392,39393
1998-8-4 16:22:00,39393,39443,39392,39442
1998-8-4 16:23:00,39442,39479,39441,39478
1998-8-4 16:24:00,39478,39479,39463,39464
1998-8-4 16:25:00,39464,39465,39419,39420
1998-8-4 16:26:00,39420,39421,39400,39401
1998-8-4 16:27:00,39401,39414,39400,39413
1998-8-4 16:28:00,39413,39414,39381,39382
1998-8-4 16:29:00,39382,39424,39381,39423
1998-8-4 16:30:00,39423,39459,39422,39458
1998-8-4 16:31:00,39458,39496,39457,39495
1998-8-4 16:32:00,39495,39524,39494,39523
1998-8-4 16:33:00,39523,39574,39522,39573
1998-8-4 16:34:00,39573,39611,39572,39610
1998-8-4 16:35:00,39610,39611,39564,39565
1998-8-4 16:36:00,39565,39566,39514,39515
1998-8-4 16:37:00,39515,39519,39514,39518
1998-8-4 16:38:00,39518,39550,39517,39549
1998-8-4 16:39:00,39549,39550,39536,39537
1998-8-4 16:40:00,39537,39587,39536,39586
1998-8-4 16:41:00,39586,39590,39585,39589
1998-8-4 16:42:00,39589,39636,39588,39635
1998-8-4 16:43:00,39635,39636,39589,39590
1998-8-4 16:44:00,39590,39591,39560,39561
1998-8-4 16:45:00,39561,39607,39560,39606
1998-8-4 16:46:00,39606,39607,39600,39601
1998-8-4 16:47:00,39601,39631,39600,39630
1998-8-4 16:48:00,39630,39674,39629,39673
1998-8-4 16:49:00,39673,39706,39672,39705
1998-8-4 16:50:00,39705,39739,39704,39738
1998-8-4 16:51:00,39738,39739,39700,39701
1998-8-4 16:52:00,39701,39725,39700,39724
1998-8-4 16:53:00,39724,39738,39723,39737
1998-8-4 16:54:00,39737,39739,39736,39738
1998-8-4 16:55:00,39738,39773,39737,39772
1998-8-4 16:56:00,39772,39798,39771,39797
1998-8-4 16:57:00,39797,39798,39760,39761
1998-8-4 16:58:00,39761,39777,39760,39776
1998-8-4 16:59:00,39776,39777,39775,39776
1998-8-4 17:00:00,39776,39777,39730,39731
1998-8-4 17:01:00,39731,39732,39717,39718
1998-8-4 17:02:00,39718,39719,39709,39710
1998-8-4 17:03:00,39710,39711,39696,39697
1998-8-4 17:04:00,39697,39698,39651,39652
1998-8-4 17:05:00,39652,39653,39638,39639
1998-8-4 17:06:00,39639,39640,39632,39633
1998-8-4 17:07:00,39633,39634,39602,39603
1998-8-4 17:08:00,39603,39632,39602,39631
1998-8-4 17:09:00,39631,39632,39630,39631
1998-8-4 17:10:00,39631,39632,39586,39587
1998-8-4 17:11:00,39587,39588,39580,39581
1998-8-4 17:12:00,39581,39582,39566,39567
1998-8-4 17:13:00,39567,39589,39566,39588
1998-8-4 17:14:00,39588,39589,39537,39538
1998-8-4 17:15:00,39538,39579,39537,39578
1998-8-4 17:16:00,39578,39602,39577,39601
1998-8-4 17:17:00,39601,39608,39600,39607
1998-8-4 17:18:00,39607,39608,39564,39565
1998-8-4 17:19:00,39565,39566,39535,39536
1998-8-4 17:20:00,39536,39537,39488,39489
1998-8-4 17:21:00,39489,39529,39488,39528
1998-8-4 17:22:00,39528,39529,39519,39520
1998-8-4 17:23:00,39520,39521,39482,39483
1998-8-4 17:24:00,39483,39513,39482,39512
1998-8-4 17:25:00,39512,39561,39511,39560
1998-8-4 17:26:00,39560,39561,39526,39527
1998-8-4 17:27:00,39527,39528,39505,39506
1998-8-4 17:28:00,39506,39547,39505,39546
1998-8-4 17:29:00,39546,39547,39523,39524
1998-8-4 17:30:00,39524,39525,39523,39524
1998-8-4 17:31:00,39524,39545,39523,39544
1998-8-4 17:32:00,39544,39545,39511,39512
1998-8-4 17:33:00,39512,39550,39511,39549
1998-8-4 17:34:00,39549,39550,39534,39535
1998-8-4 17:35:00,39535,39536,39484,39485
1998-8-4 17:36:00,39485,39486,39475,39476
1998-8-4 17:37:00,39476,39497,39475,39496
1998-8-4 17:38:00,39496,39497,39479,39480
1998-8-4 17:39:00,39480,39481,39441,39442
1998-8-4 17:40:00,39442,39477,39441,39476
1998-8-4 17:41:00,39476,39501,39475,39500
1998-8-4 17:42:00,39500,39505,39499,39504
1998-8-4 17:43:00,39504,39505,39463,39464
1998-8-4 17:44:00,39464,39484,39463,39483
1998-8-4 17:45:00,39483,39493,39482,39492
1998-8-4 17:46:00,39492,39493,39442,39443
1998-8-4 17:47:00,39443,39493,39442,39492
1998-8-4 17:48:00,39492,39530,39491,39529
1998-8-4 17:49:00,39529,39540,39528,39539
1998-8-4 17:50:00,39539,39540,39495,39496
1998-8-4 17:51:00,39496,39531,39495,39530
1998-8-4 17:52:00,39530,39531,39492,39493
1998-8-4 17:53:00,39493,39530,39492,39529
1998-8-4 17:54:00,39529,39574,39528,39573
1998-8-4 17:55:00,39573,39574,39572,39573
1998-8-4 17:56:00,39573,39574,39564,39565
1998-8-4 17:57:00,39565,39566,39543,39544
1998-8-4 17:58:00,39544,39545,39528,39529
1998-8-4 17:59:00,39529,39563,39528,39562
1998-8-4 18:00:00,39562,39575,39561,39574
1998-8-4 18:01:00,39574,39575,39565,39566
1998-8-4 18:02:00,39566,39591,39565,39590
1998-8-4 18:03:00,39590,39593,39589,39592
1998-8-4 18:04:00,39592,39605,39591,39604
1998-8-4 18:05:00,39604,39636,39603,39635
1998-8-4 18:06:00,39635,39649,39634,39648
1998-8-4 18:07:00,39648,39649,39605,39606
1998-8-4 18:08:00,39606,39607,39569,39570
1998-8-4 18:09:00,39570,39571,39558,39559
1998-8-4 18:10:00,39559,39560,39540,39541
1998-8-4 18:11:00,39541,39542,39498,39499
1998-8-4 18:12:00,39499,39531,39498,39530
1998-8-4 18:13:00,39530,39577,39529,39576
1998-8-4 18:14:00,39576,39590,39575,39589
1998-8-4 18:15:00,39589,39629,39588,39628
1998-8-4 18:16:00,39628,39645,39627,39644
1998-8-4 18:17:00,39644,39645,39616,39617
1998-8-4 18:18:00,39617,39618,39597,39598
1998-8-4 18:19:00,39598,39622,39597,39621
1998-8-4 18:20:00,39621,39622,39597,39598
1998-8-4 18:21:00,39598,39599,39557,39558
1998-8-4 18:22:00,39558,39573,39557,39572
1998-8-4 18:23:00,39572,39573,39567,39568
1998-8-4 18:24:00,39568,39569,39560,39561
1998-8-4 18:25:00,39561,39570,39560,39569
1998-8-4 18:26:00,39569,39570,39556,39557
1998-8-4 18:27:00,39557,39597,39556,39596
1998-8-4 18:28:00,39596,39597,39586,39587
1998-8-4 18:29:00,39587,39588,39574,39575
1998-8-4 18:30:00,39575,39603,39574,39602
1998-8-4 18:31:00,39602,39627,39601,39626
1998-8-4 18:32:00,39626,39641,39625,39640
1998-8-4 18:33:00,39640,39670,39639,39669
1998-8-4 18:34:00,39669,39711,39668,39710
1998-8-4 18:35:00,39710,39750,39709,39749
1998-8-4 18:36:00,39749,39750,39732,39733
1998-8-4 18:37:00,39733,39734,39732,39733
1998-8-4 18:38:00,39733,39755,39732,39754
1998-8-4 18:39:00,39754,39755,39707,39708
1998-8-4 18:40:00,39708,39709,39687,39688
1998-8-4 18:41:00,39688,39712,39687,39711
1998-8-4 18:42:00,39711,39712,39681,39682
1998-8-4 18:43:00,39682,39683,39670,39671
1998-8-4 18:44:00,39671,39686,39670,39685
1998-8-4 18:45:00,39685,39686,39671,39672
1998-8-4 18:46:00,39672,39673,39657,39658
1998-8-4 18:47:00,39658,39659,39616,39617
1998-8-4 18:48:00,39617,39641,39616,39640
1998-8-4 18:49:00,39640,39647,39639,39646
1998-8-4 18:50:00,39646,39684,39645,39683
1998-8-4 18:51:00,39683,39684,39662,39663
1998-8-4 18:52:00,39663,39664,39644,39645
1998-8-4 18:53:00,39645,39646,39617,39618
1998-8-4 18:54:00,39618,39661,39617,39660
1998-8-4 18:55:00,39660,39661,39618,39619
1998-8-4 18:56:00,39619,39620,39617,39618
1998-8-4 18:57:00,39618,39634,39617,39633
1998-8-4 18:58:00,39633,39634,39593,39594
1998-8-4 18:59:00,39594,39604,39593,39603
1998-8-4 19:00:00,39603,39645,39602,39644
1998-8-4 19:01:00,39644,39656,39643,39655
1998-8-4 19:02:00,39655,39656,39636,39637
1998-8-4 19:03:00,39637,39638,39598,39599
1998-8-4 19:04:00,39599,39600,39587,39588
1998-8-4 19:05:00,39588,39613,39587,39612
1998-8-4 19:06:00,39612,39613,39587,39588
1998-8-4 19:07:00,39588,39627,39587,39626
1998-8-4 19:08:00,39626,39627,39609,39610
1998-8-4 19:09:00,39610,39611,39569,39570
1998-8-4 19:10:00,39570,39571,39565,39566
1998-8-4 19:11:00,39566,39567,39536,39537
1998-8-4 19:12:00,39537,39538,39522,39523
1998-8-4 19:13:00,39523,39524,39479,39480
1998-8-4 19:14:00,39480,39481,39473,39474
1998-8-4 19:15:00,39474,39475,39424,39425
1998-8-4 19:16:00,39425,39460,39424,39459
1998-8-4 19:17:00,39459,39460,39445,39446
1998-8-4 19:18:00,39446,39447,39422,39423
